bodyx,bodyy,bodyz
-0.2475488,0.06888892,0.3351073
-0.3718503,-0.07687818,0.3834092
-0.3875479,-0.1948728,0.1980294
-0.3644292,-0.2421056,0.1713998
-0.4247121,-0.1251009,0.03465109
-0.4971546,0.08546605,-0.1872111
-0.6193359,0.2882263,-0.2835932
-0.7423337,0.4046541,-0.4663629
-0.7719915,0.4148607,-0.4793163
-0.790291,0.3910227,-0.5696639
-0.7343012,0.07037058,-0.8072333
-0.5886165,-0.5480826,-0.8323215
-0.3584199,-0.7514775,-0.7621295
-0.1143809,-0.3513971,-0.4820919
-0.04070905,0.02896074,-0.1992591
-0.0742777,0.1025661,-0.1637605
-0.2133043,0.07092737,-0.1581051
-0.4522551,-0.1652912,0.01525833
-0.5515837,-0.4034967,0.4913595
-0.4221156,0.07142545,0.7856673
-0.297068,0.5982525,0.6051522
-0.3450609,0.3184032,0.4523142
-0.3368912,0.1760786,0.4970047
-0.2596058,0.4350948,0.3456152
-0.246847,0.3623752,-0.001688486
-0.1628477,0.2145764,-0.1303056
-0.1131577,0.08776224,-0.2219582
-0.09103659,-0.09164722,-0.3110804
0.03636373,-0.0322958,-0.2306562
0.09157465,-0.08565699,-0.2228932
0.08519838,-0.2575266,-0.06604331
0.05451672,-0.1948638,0.2047385
-0.0002895142,-0.1167257,0.295436
0.09053228,-0.02473126,0.3421913
0.2230623,0.01015729,0.3126796
0.2354898,-0.0612137,0.3303879
0.1860041,0.01330636,0.4298787
0.1163301,0.1087806,0.4676801
0.07010801,0.1614501,0.4945816
0.02753467,0.07717325,0.4247324
-0.09629212,-0.109009,0.3411907
-0.2044614,-0.03660155,0.3296062
-0.1774445,0.02721321,0.3330456
-0.1569939,0.03442289,0.2957637
-0.2329618,0.293182,-0.103151
-0.2578078,0.4572538,-0.818394
-0.178838,0.3743964,-1.109909
-0.03963207,0.217285,-0.6199187
0.1055828,0.07994343,-0.1519839
0.2297154,0.08180042,-0.134587
0.3396867,0.0952312,0.1168249
0.2184394,0.0450647,0.3480445
-0.05164149,0.0249038,0.2002384
-0.08253828,0.005075816,0.2864866
-0.1302059,-0.05126103,0.3472059
-0.3339474,-0.1280108,0.2222049
-0.4019482,-0.1981401,0.2902175
-0.4616503,-0.2226598,0.2075362
-0.4832138,-0.1832297,0.01438571
-0.3804666,-0.07819246,-0.1311976
-0.3756882,0.2119384,-0.3114551
-0.4318489,0.580768,-0.288816
-0.5231263,0.6296786,-0.329673
-0.5927109,0.4409472,-0.53636
-0.5511564,0.2319272,-0.5754873
-0.5575959,-0.06939925,-0.4877134
-0.5814738,-0.2775489,-0.3216989
-0.6067491,-0.2549881,-0.2404201
-0.6925594,-0.137008,-0.287963
-0.7548409,0.02435137,-0.2788795
-0.8240966,0.05711056,-0.2197249
-0.8641694,-0.1848614,0.03265207
-0.7636387,-0.4016229,0.4371314
-0.5162632,-0.294689,0.5926229
-0.2391967,-0.02888983,0.4922832
-0.1648227,0.08982223,0.4829785
-0.3300843,0.09874073,0.4818506
-0.5292531,0.312692,0.2219475
-0.5687285,0.5549431,-0.0933481
-0.3832617,0.2610609,-0.3026442
-0.1357007,-0.146834,-0.3305858
-0.08885318,-0.03163381,-0.1557498
-0.1502282,0.01451267,-0.03033341
-0.1287021,-0.1633447,0.05620341
-0.1615341,-0.1127601,0.1704542
-0.2061352,-0.08118886,0.3037138
-0.1891671,0.02544165,0.4522771
-0.2473145,0.238013,0.4877654
-0.2834834,0.1887744,0.4862605
-0.2806999,0.1320958,0.4957125
-0.3167154,0.1240088,0.5439492
-0.3279951,0.0784319,0.6107831
-0.3480453,0.1065677,0.4922905
-0.3950131,0.08184695,0.3282955
-0.4987719,0.06152373,0.279997
-0.6986009,0.09356076,0.3087109
-0.8140913,0.1169049,0.3995317
-0.664232,0.1454661,0.4561901
-0.4278406,0.1594064,0.413814
-0.4071006,0.1975903,0.1815881
-0.5640023,0.2103054,-0.3335238
-0.7226915,0.1961847,-0.9425382
-0.6979904,0.2070254,-1.064762
-0.377598,0.1854182,-0.5590384
-0.1527028,0.1698962,-0.2410189
-0.3783045,0.2072699,-0.4089429
-0.6287626,0.3183419,-0.4592311
-0.5385965,0.4326078,-0.2308366
-0.5592426,0.3802315,-0.009832343
-0.7880832,0.3031882,0.1888436
-0.9247816,0.3565899,0.3116717
-1.267414,0.3394761,0.2020878
-1.615347,0.2243917,0.1292946
-1.665852,0.1179918,0.1547967
-1.752315,-0.01115661,0.05862048
-1.617777,-0.04050372,-0.02964927
-1.360126,0.08658816,-0.1193989
-1.415876,0.2424711,-0.2271993
-1.512234,0.2655385,-0.2604571
-1.584654,-0.0234798,-0.2736589
-1.51915,-0.4329343,-0.2290728
-1.320287,-0.5366154,-0.1244601
-1.245803,-0.2452553,0.04169808
-1.08603,0.1013836,0.1198093
-1.001144,0.3140542,-0.02086331
-1.168336,0.5187832,-0.1644255
-1.291844,0.3739008,-0.1909403
-1.37704,-0.2547113,0.1741752
-1.460016,-0.4886241,0.8120225
-1.467965,0.2956254,0.8150555
-1.363384,1.127678,0.1202295
-1.167496,0.743792,-0.4416381
-1.028337,0.211362,-0.4293384
-0.9785175,0.2377196,-0.2581755
-0.9713313,-0.2194324,-0.3643567
-0.954598,-0.1922183,-0.2986589
-0.9008699,0.2861057,-0.1181748
-0.8712001,-0.09607529,-0.1863007
-0.9054438,-0.180127,-0.08705753
-1.019521,-0.2319497,0.0401621
-1.189854,-0.5938007,0.1081357
-1.228238,-0.1977288,0.3464804
-1.003716,0.08946189,0.3677776
-0.7438631,0.2492899,0.2907179
-0.6374838,0.4669626,0.3224256
-0.6218796,0.2510359,0.3252672
-0.5904032,0.306443,0.4226119
-0.4555328,0.3425672,0.5049099
-0.3539912,0.1695503,0.4818538
-0.3978829,0.1144749,0.3962219
-0.4952435,-0.02646741,0.3221665
-0.5480605,0.1143601,0.3901959
-0.3909036,0.3110915,0.4583681
-0.005454036,0.2942308,0.4389667
