bodyx,bodyy,bodyz
0.05373942,-0.04120399,0.1262042
0.04779883,-0.05398629,0.128073
0.04491789,-0.0488103,0.1272426
0.04121509,-0.04570531,0.1367032
0.03838057,-0.04531503,0.1402718
0.04551175,-0.04189251,0.137762
0.05023173,-0.05465451,0.1344202
0.04583018,-0.05654959,0.1336459
0.04188297,-0.04982823,0.1380574
0.03881855,-0.042636,0.1412089
0.03305696,-0.03642978,0.1436426
0.02625569,-0.04871069,0.1426358
0.02493071,-0.06002573,0.1355072
0.02636276,-0.06563921,0.1254449
0.0267421,-0.06202199,0.1210837
0.02747437,-0.04684632,0.1242674
0.02717266,-0.03971834,0.1254571
0.03045321,-0.04067259,0.1324079
0.03895722,-0.0479767,0.1403956
0.04778056,-0.0528827,0.1369944
0.0472163,-0.05698116,0.1375681
0.03935499,-0.05641117,0.1392025
0.03840132,-0.0463655,0.1325626
0.03762084,-0.05632389,0.1286906
0.03665776,-0.06358312,0.1278684
0.03841407,-0.05236771,0.1277209
0.03414177,-0.05329385,0.1289236
0.03347136,-0.05693799,0.1279228
0.03764129,-0.05998243,0.1270301
0.04028361,-0.06066065,0.1274422
0.04129311,-0.05867551,0.1249683
0.03840014,-0.06526629,0.1223496
0.0379521,-0.06343217,0.1234028
0.0378371,-0.05717345,0.125867
0.03629225,-0.05512525,0.1275363
0.03474083,-0.05276683,0.1250988
0.02826428,-0.05210136,0.120978
0.02398553,-0.04444541,0.1201221
0.02540794,-0.03965856,0.1196796
0.02779899,-0.04012877,0.1191548
0.0284687,-0.03758048,0.1187407
0.03117176,-0.04216054,0.1163402
0.03802315,-0.04979818,0.1113937
0.04093722,-0.05816369,0.1068816
0.04499489,-0.06116382,0.1090795
0.04958718,-0.05309743,0.1113214
0.04881137,-0.04772017,0.1068565
0.04991082,-0.04113959,0.104305
0.04424632,-0.03840699,0.1041712
0.03353114,-0.04387005,0.1041155
0.0330932,-0.04128201,0.1046876
0.03404034,-0.03808704,0.1004129
0.03084822,-0.03561265,0.09875405
0.02976367,-0.03155715,0.1018708
0.02942066,-0.0349944,0.09771549
0.03248995,-0.04190233,0.09650776
0.04306737,-0.05150804,0.1037848
0.04881669,-0.0552841,0.1071165
0.04043518,-0.05295076,0.1068439
0.03115729,-0.05109872,0.103643
0.0277143,-0.03793796,0.09901505
0.01720706,-0.02676223,0.09544125
0.004095935,-0.0263078,0.09505595
0.008713427,-0.02528525,0.1028588
0.02058339,-0.03153717,0.1062861
0.02129752,-0.04222054,0.1018857
0.01580227,-0.04605209,0.1002494
0.009513401,-0.04034883,0.1014914
0.01163236,-0.02891863,0.1046585
0.01700853,-0.02252715,0.1037622
0.01420055,-0.02474058,0.1000368
0.01971561,-0.03075014,0.09805625
0.02556537,-0.03277651,0.09635717
0.01818537,-0.03830391,0.09531901
0.01530238,-0.04832533,0.09025257
0.01439176,-0.04453236,0.08794215
0.01222137,-0.03314725,0.08928624
0.01779446,-0.02477087,0.08658156
0.02427484,-0.02412115,0.08698575
0.02303389,-0.0341398,0.08642417
0.01897059,-0.03881316,0.08425242
0.0208974,-0.03697114,0.08662308
0.02029044,-0.03382964,0.08766198
0.01690391,-0.03042127,0.0871907
0.01916729,-0.03510638,0.08320949
0.01948001,-0.04158923,0.07806598
0.0204717,-0.04270256,0.07892464
0.02053497,-0.03537417,0.0788704
0.01554997,-0.02670641,0.07665709
0.01566673,-0.03160293,0.07695145
0.01947217,-0.03710796,0.07587012
0.02593648,-0.03653132,0.0724132
0.02927106,-0.03834393,0.06931437
0.02211034,-0.03578275,0.06662793
0.01880278,-0.03255754,0.0644746
0.02375827,-0.03271424,0.06299064
0.02587677,-0.02565309,0.05981004
0.01945877,-0.01646441,0.05448308
0.01272868,-0.01628444,0.05312134
0.01523489,-0.01899601,0.05641387
0.01761188,-0.02054517,0.05720968
0.01725141,-0.02690203,0.05660617
0.017374,-0.03022806,0.05604655
0.01224032,-0.02170454,0.05382711
0.008738551,-0.01173361,0.05399823
0.01228932,-0.009063792,0.05773929
0.01659424,-0.01642199,0.06375886
0.02058421,-0.02490293,0.06709521
