time,ax,ay,az,atotal
0.000,-0.01,0.07,0.04,0.08
0.010,-0.11,0.15,0.01,0.19
0.020,-0.20,0.09,0.01,0.22
0.030,-0.19,-0.00,-0.00,0.19
0.040,-0.11,-0.11,0.01,0.16
0.050,-0.04,-0.18,0.04,0.19
0.060,0.04,-0.25,-0.02,0.25
0.070,0.03,-0.27,-0.02,0.27
0.080,0.01,-0.26,-0.01,0.26
0.090,-0.01,-0.21,-0.03,0.22
0.100,-0.06,-0.15,-0.05,0.17
0.110,-0.11,-0.08,-0.07,0.15
0.120,-0.15,-0.02,-0.05,0.16
0.130,-0.23,0.06,-0.06,0.24
0.140,-0.19,0.05,-0.06,0.21
0.150,-0.05,-0.03,-0.09,0.11
0.160,-0.03,-0.09,-0.12,0.15
0.170,-0.09,-0.12,-0.12,0.19
0.180,-0.03,-0.13,-0.10,0.16
0.190,0.03,-0.13,-0.12,0.18
0.200,0.04,-0.16,-0.11,0.20
0.210,-0.00,-0.19,-0.11,0.22
0.220,-0.10,-0.17,-0.10,0.22
0.230,-0.13,-0.14,-0.08,0.20
0.240,-0.18,-0.06,-0.08,0.20
0.250,-0.15,-0.04,-0.05,0.16
0.260,-0.15,-0.04,-0.06,0.16
0.270,-0.16,-0.05,-0.06,0.18
0.280,-0.15,-0.03,-0.06,0.17
0.290,-0.13,-0.07,-0.05,0.16
0.300,-0.07,-0.15,-0.05,0.17
0.310,-0.07,-0.20,-0.04,0.21
0.320,-0.09,-0.19,0.01,0.21
0.330,-0.14,-0.21,0.01,0.25
0.340,-0.09,-0.19,0.01,0.21
0.350,-0.02,-0.20,0.04,0.20
0.360,-0.01,-0.28,0.10,0.30
0.371,-0.10,-0.29,0.05,0.31
0.380,-0.09,-0.27,0.04,0.29
0.391,-0.03,-0.22,-0.01,0.22
0.401,-0.04,-0.20,-0.02,0.20
0.411,-0.09,-0.21,-0.01,0.23
0.420,-0.10,-0.21,-0.01,0.23
0.431,-0.07,-0.22,0.01,0.24
0.440,-0.09,-0.24,0.03,0.26
0.451,-0.06,-0.23,0.01,0.24
0.461,-0.07,-0.22,-0.03,0.24
0.471,-0.14,-0.19,-0.07,0.25
0.481,-0.18,-0.20,-0.10,0.29
0.491,-0.23,-0.16,-0.16,0.32
0.501,-0.29,-0.11,-0.22,0.38
0.511,-0.31,-0.04,-0.29,0.43
0.521,-0.23,0.00,-0.32,0.40
0.531,-0.10,0.06,-0.36,0.38
0.541,-0.05,0.16,-0.39,0.42
0.551,-0.05,0.31,-0.42,0.53
0.561,-0.06,0.38,-0.45,0.59
