time,ax,ay,az,atotal
0.000,0.54,0.07,0.86,1.01
0.010,0.57,0.13,1.01,1.17
0.020,0.54,0.14,1.07,1.21
0.030,0.71,0.14,1.05,1.27
0.040,0.85,0.10,0.70,1.11
0.050,0.70,0.00,0.19,0.72
0.060,0.48,0.01,-0.13,0.49
0.070,0.44,0.00,0.00,0.44
0.080,0.20,0.01,0.79,0.82
0.090,-0.22,0.35,1.05,1.13
0.100,-0.06,0.31,1.19,1.23
0.110,-0.20,-0.12,1.61,1.63
0.120,-1.58,-0.16,1.80,2.40
0.130,-0.87,0.38,1.47,1.75
0.144,0.37,0.53,1.07,1.25
0.154,1.20,0.36,0.55,1.37
0.164,1.56,0.10,0.16,1.57
0.174,1.65,-0.00,0.09,1.65
0.184,1.32,0.10,-0.04,1.32
0.194,0.83,0.00,-0.36,0.90
0.204,0.91,-0.47,-0.49,1.13
0.214,0.61,-0.56,-0.83,1.17
0.224,0.18,-0.62,-1.07,1.25
0.234,-0.07,-0.78,-0.83,1.14
0.244,-0.23,-0.53,-0.26,0.63
0.254,-0.13,0.14,0.67,0.70
0.264,-0.22,0.47,1.25,1.35
0.274,-0.18,0.30,1.28,1.32
0.284,0.04,0.18,1.11,1.12
0.294,0.20,0.25,0.90,0.96
0.304,0.35,-0.08,0.68,0.77
0.314,0.44,-0.58,0.60,0.95
0.324,0.37,-0.79,0.78,1.17
0.334,0.35,-0.82,1.13,1.43
0.344,0.70,-0.83,1.63,1.96
0.354,1.18,-1.12,2.35,2.86
0.364,1.29,-1.25,3.18,3.65
0.374,0.88,-0.77,3.80,3.97
0.384,0.47,-0.62,3.99,4.07
0.394,0.31,-0.92,3.85,3.97
0.404,-0.22,-1.19,3.40,3.61
0.414,-0.60,-1.34,2.81,3.17
0.424,-0.10,-1.65,2.52,3.01
0.434,0.59,-1.72,2.57,3.15
0.444,1.37,-1.16,3.00,3.49
0.454,2.35,-0.72,3.19,4.02
0.464,2.54,-0.75,3.16,4.12
0.474,2.21,-0.98,3.10,3.93
0.484,1.48,-1.06,2.87,3.40
0.494,0.77,-1.04,2.36,2.69
0.504,0.84,-1.13,1.90,2.37
0.514,1.36,-1.12,1.73,2.47
0.524,1.70,-0.94,1.84,2.68
0.534,1.67,-0.78,2.13,2.81
0.544,1.11,-0.74,2.25,2.62
0.554,0.44,-0.79,2.07,2.26
0.564,-0.12,-0.83,1.69,1.89
0.574,-0.50,-0.70,1.08,1.38
0.584,-0.31,-0.47,0.17,0.59
0.594,0.30,-0.36,-0.82,0.94
0.604,0.83,-0.28,-1.80,2.01
0.614,1.19,-0.17,-2.73,2.99
0.624,1.20,-0.34,-3.42,3.64
0.634,0.92,-0.41,-3.86,3.99
0.644,0.70,-0.35,-4.16,4.23
0.654,0.77,-0.27,-4.37,4.45
0.664,1.15,-0.19,-4.65,4.79
0.674,1.65,-0.26,-5.15,5.41
0.684,1.90,-0.45,-5.58,5.91
0.694,1.46,-0.33,-5.51,5.71
0.704,0.62,-0.12,-5.04,5.08
0.714,-0.03,-0.14,-4.65,4.65
0.724,-0.27,-0.28,-4.03,4.05
0.734,-3.21,-0.74,2.87,4.37
0.744,-1.23,0.33,3.29,3.52
0.754,-0.78,-0.23,-2.24,2.39
0.764,-2.56,-1.01,2.26,3.56
0.774,-1.86,0.48,0.87,2.11
0.784,-1.46,0.49,-0.54,1.63
0.794,-0.50,0.26,-0.45,0.72
0.804,0.21,0.40,-0.99,1.09
0.814,0.85,0.56,-1.35,1.69
0.824,0.85,0.63,-1.63,1.94
0.834,1.24,0.62,-2.22,2.61
