time,ax,ay,az,atotal
0.000,-0.02,-0.29,-0.11,0.31
0.010,-0.03,-0.10,-0.17,0.20
0.020,0.02,0.05,-0.22,0.22
0.030,0.13,0.14,-0.18,0.26
0.040,0.14,0.22,-0.14,0.29
0.050,0.01,0.26,-0.06,0.26
0.060,-0.10,0.19,-0.01,0.22
0.070,-0.18,0.15,0.07,0.24
0.080,-0.22,0.12,0.20,0.32
0.090,-0.22,0.13,0.28,0.38
0.100,-0.12,0.24,0.39,0.47
0.110,0.07,0.28,0.59,0.65
0.120,-0.09,0.06,0.50,0.51
0.130,-0.22,-0.02,0.16,0.27
0.140,-0.12,0.10,0.15,0.21
0.150,-0.10,0.22,0.16,0.29
0.160,-0.11,0.29,0.09,0.32
0.170,-0.06,0.27,-0.00,0.27
0.180,0.08,0.17,-0.03,0.19
0.190,0.20,0.10,-0.02,0.22
0.200,0.05,0.20,0.02,0.21
0.210,-0.04,0.16,0.09,0.19
0.220,-0.07,-0.03,0.26,0.27
0.230,-0.10,-0.20,0.34,0.41
0.240,-0.16,-0.22,0.38,0.47
0.250,-0.11,-0.37,0.51,0.64
0.260,0.08,-0.60,0.57,0.83
0.270,0.53,-0.74,0.46,1.02
0.280,0.92,-0.42,0.40,1.08
0.290,1.23,-0.10,0.40,1.30
0.300,1.26,0.23,0.34,1.32
0.310,0.94,-0.21,0.19,0.99
0.320,0.96,-0.70,0.01,1.19
0.330,0.81,-0.66,-0.06,1.05
0.340,0.30,-0.42,-0.13,0.53
0.350,-0.43,-0.21,-0.04,0.48
0.360,-0.80,-0.36,0.05,0.88
0.370,-0.43,-0.72,0.14,0.85
0.380,0.05,-0.94,0.18,0.96
0.390,0.26,-0.93,-0.04,0.97
0.400,0.72,-0.90,-0.55,1.27
0.410,1.75,-0.57,-0.92,2.06
0.420,2.46,-0.41,-1.39,2.86
0.430,1.89,-0.87,-1.79,2.74
0.440,1.49,-1.07,-1.66,2.47
0.450,2.64,-1.54,-1.10,3.25
0.460,0.99,-1.70,-0.80,2.12
0.470,-0.40,-1.38,-0.41,1.50
0.480,-1.04,-1.20,0.09,1.59
0.490,-1.40,-1.30,0.37,1.95
0.500,-1.50,-1.26,0.37,1.99
0.510,-1.17,-1.16,0.03,1.65
0.520,-0.73,-1.13,-0.45,1.41
0.530,-0.48,-1.15,-0.75,1.46
0.540,-0.47,-1.11,-0.55,1.33
0.550,-0.93,-0.91,-0.24,1.33
0.560,-1.38,-0.60,-0.14,1.51
0.570,-1.14,-0.51,0.17,1.26
0.580,-1.07,-0.33,-0.26,1.15
0.590,-1.39,-0.11,-0.97,1.70
0.600,-1.48,-0.01,-1.21,1.91
0.611,-1.25,0.07,-1.11,1.68
0.620,-1.17,0.18,-0.74,1.40
0.630,-0.95,0.20,-0.51,1.10
0.640,-0.16,-0.02,-0.29,0.33
0.650,0.30,-0.26,0.12,0.41
0.660,-0.17,-0.37,0.99,1.07
0.670,-0.86,-0.45,2.63,2.80
0.680,-1.32,0.84,1.54,2.20
0.690,-2.03,1.03,0.02,2.28
0.700,-2.69,-0.11,0.60,2.76
0.710,-1.91,0.48,0.90,2.17
0.720,-1.22,1.13,0.63,1.78
0.730,-0.64,0.65,0.75,1.18
0.740,0.08,0.86,0.43,0.96
0.750,-0.56,1.45,0.61,1.67
0.760,-0.53,1.30,1.33,1.94
0.770,-0.45,1.35,1.71,2.22
0.780,0.06,1.60,2.11,2.65
0.791,0.27,1.56,2.04,2.58
0.801,0.06,1.38,1.34,1.92
0.810,-0.23,1.25,0.73,1.46
0.820,-0.52,1.14,0.68,1.43
0.831,-0.80,1.06,1.19,1.78
0.841,-0.70,1.23,1.29,1.91
0.851,-0.62,1.44,1.06,1.89
0.860,-0.40,1.23,1.13,1.72
0.871,0.18,0.29,0.94,0.99
0.881,0.77,0.10,0.47,0.91
0.891,0.63,0.55,0.36,0.91
0.901,-0.06,0.42,0.80,0.91
0.911,-0.29,0.50,0.52,0.78
0.921,-0.55,0.45,-0.07,0.72
0.931,-0.62,0.38,-0.19,0.75
0.941,-0.71,0.99,0.02,1.22
0.951,-1.10,1.14,0.39,1.63
0.961,-1.01,0.84,0.36,1.37
0.971,-0.45,0.19,-0.16,0.51
0.981,-0.21,-0.46,-0.66,0.83
0.991,-0.16,-0.99,-0.67,1.21
1.001,-0.01,-0.80,-0.58,0.99
1.011,0.31,-0.46,-0.22,0.59
1.021,0.48,-0.31,0.15,0.59
1.031,0.59,-0.32,0.55,0.87
1.041,0.58,-0.32,0.83,1.07
1.051,0.35,-0.55,0.61,0.90
1.061,0.44,-1.11,0.47,1.28
1.071,0.60,-1.01,0.36,1.23
1.081,0.55,-0.64,0.76,1.13
1.091,0.38,-0.42,0.98,1.13
1.101,0.19,-0.33,0.91,0.98
1.111,-0.02,-0.20,0.95,0.97
1.121,-0.04,0.14,1.30,1.31
1.131,-0.17,0.53,1.68,1.77
1.141,-0.62,0.66,1.41,1.68
1.151,-0.46,0.08,0.85,0.97
1.161,0.17,-0.54,0.48,0.74
1.171,0.34,-0.64,0.34,0.80
1.181,-0.05,-0.37,0.49,0.62
1.191,-0.52,-0.14,0.65,0.84
1.201,-0.58,-0.02,0.71,0.92
1.211,-0.52,0.01,0.66,0.84
1.221,-0.31,0.01,0.62,0.70
1.231,-0.01,0.02,0.62,0.62
1.241,0.03,0.16,0.66,0.68
1.251,-0.01,0.47,0.64,0.79
1.261,-0.15,0.61,0.40,0.74
1.271,-0.39,0.50,-0.08,0.64
1.281,-0.47,0.30,0.11,0.57
1.291,-0.48,0.40,0.49,0.79
1.301,-0.55,0.49,0.59,0.94
1.311,-0.61,0.47,0.30,0.83
1.321,-0.70,0.56,0.08,0.90
1.331,-0.81,0.66,0.15,1.06
1.341,-0.83,0.68,0.15,1.08
1.351,-0.82,0.66,-0.05,1.05
1.361,-0.73,0.52,-0.18,0.92
1.371,-0.53,0.27,-0.14,0.61
1.381,-0.36,0.14,-0.10,0.40
1.391,-0.32,0.01,0.02,0.33
1.401,-0.28,-0.14,0.04,0.32
1.411,-0.10,-0.44,0.01,0.45
1.421,-0.04,-0.65,-0.25,0.69
1.431,-0.14,-0.72,-0.54,0.91
1.441,-0.09,-0.77,-0.52,0.94
1.451,0.05,-0.58,-0.25,0.63
1.461,0.00,-0.36,0.05,0.36
1.471,-0.25,-0.18,0.30,0.43
1.481,-0.39,-0.07,0.34,0.52
1.491,-0.21,0.26,0.19,0.39
1.501,-0.04,0.57,0.41,0.71
1.511,-0.08,0.58,0.60,0.84
1.521,-0.10,0.46,0.58,0.75
1.531,0.10,0.30,0.43,0.54
1.541,0.27,0.04,0.04,0.28
1.551,0.21,-0.04,-0.41,0.46
1.561,-0.03,0.25,0.07,0.27
1.571,-0.50,0.57,0.05,0.76
1.581,-0.56,0.82,0.49,1.11
1.591,-0.60,0.84,0.53,1.17
1.601,-0.59,0.62,0.21,0.88
1.611,-0.26,0.49,0.03,0.55
1.621,-0.09,0.24,-0.15,0.30
1.631,-0.08,-0.05,-0.31,0.32
1.641,0.11,-0.07,-0.31,0.33
1.651,0.41,0.49,-0.05,0.64
1.661,0.48,0.60,0.45,0.89
1.671,0.61,0.77,0.97,1.38
1.681,0.35,0.90,0.98,1.37
1.691,0.02,0.74,0.70,1.02
1.701,-0.12,0.48,0.42,0.65
1.711,-0.16,0.27,0.33,0.45
1.721,-0.20,0.30,0.31,0.48
1.731,-0.14,0.35,0.32,0.49
1.741,0.04,0.42,0.45,0.61
1.751,0.20,0.42,0.65,0.80
1.761,0.36,0.34,0.73,0.88
1.771,0.40,0.14,0.66,0.78
1.781,0.23,0.09,0.46,0.52
1.791,0.07,-0.01,0.31,0.32
1.801,-0.01,-0.09,0.22,0.23
1.811,-0.03,-0.11,0.17,0.20
1.821,-0.07,-0.12,0.19,0.23
1.831,-0.06,-0.12,0.25,0.28
1.841,-0.04,-0.07,0.25,0.26
1.851,0.00,-0.04,0.15,0.15
1.861,0.12,-0.03,-0.08,0.15
1.871,0.20,-0.08,-0.15,0.26
1.881,0.13,-0.10,-0.23,0.28
1.891,-0.02,-0.11,-0.28,0.30
1.901,-0.16,-0.06,-0.25,0.30
1.911,-0.12,0.03,-0.23,0.26
1.921,-0.13,0.10,-0.18,0.24
1.931,-0.10,0.17,-0.10,0.22
1.941,-0.13,0.22,-0.16,0.30
1.951,-0.13,0.23,-0.28,0.38
1.961,-0.12,0.30,-0.18,0.36
1.971,-0.11,0.40,-0.04,0.41
1.981,-0.13,0.52,0.08,0.54
1.991,-0.25,0.59,0.24,0.68
2.001,-0.20,0.53,0.27,0.63
2.011,-0.14,0.43,0.10,0.46
2.021,-0.22,0.29,-0.09,0.37
2.031,-0.34,0.22,-0.26,0.48
2.041,-0.26,0.19,-0.43,0.54
2.051,-0.06,0.17,-0.41,0.45
2.061,-0.01,0.23,-0.24,0.34
2.071,-0.06,0.34,-0.04,0.34
2.082,-0.09,0.29,0.14,0.34
2.091,-0.16,0.16,0.19,0.30
2.101,-0.15,0.05,0.14,0.21
2.111,-0.21,0.02,0.13,0.24
2.121,-0.27,0.12,0.22,0.36
2.131,-0.31,0.21,0.28,0.46
2.141,-0.35,0.21,0.31,0.52
2.152,-0.35,0.12,0.26,0.45
2.161,-0.09,-0.02,0.12,0.15
2.171,0.24,0.01,-0.03,0.24
2.181,0.27,0.12,0.11,0.31
2.192,0.14,0.24,0.39,0.48
2.202,0.00,0.30,0.56,0.64
2.211,-0.17,0.30,0.48,0.59
2.222,-0.20,0.28,0.31,0.46
2.232,-0.03,0.25,0.14,0.29
2.242,0.06,0.21,-0.07,0.23
2.252,-0.02,0.21,-0.11,0.23
2.262,-0.18,0.22,-0.01,0.28
2.271,-0.19,0.23,0.00,0.30
2.282,-0.12,0.22,-0.04,0.25
2.292,-0.10,0.04,-0.27,0.29
2.302,-0.25,-0.11,-0.37,0.46
2.312,-0.38,-0.10,-0.17,0.43
2.322,-0.44,-0.09,-0.15,0.48
2.332,-0.38,-0.03,-0.24,0.45
2.342,-0.27,0.05,-0.15,0.31
2.352,-0.27,0.11,-0.15,0.33
2.362,-0.15,0.07,-0.00,0.16
2.372,0.01,0.06,0.10,0.12
2.382,0.04,0.02,0.14,0.15
2.392,-0.00,-0.17,0.03,0.17
2.402,-0.11,-0.28,-0.26,0.39
2.412,-0.20,-0.37,-0.26,0.49
2.422,-0.24,-0.29,-0.14,0.40
2.432,-0.29,-0.00,-0.04,0.29
2.442,-0.32,0.17,0.12,0.38
2.452,-0.28,0.17,0.22,0.39
2.462,-0.26,0.11,0.16,0.33
2.472,-0.17,0.06,0.19,0.26
2.482,-0.17,0.03,0.26,0.31
2.492,-0.13,0.07,0.21,0.26
2.502,-0.09,0.19,0.26,0.34
2.512,-0.10,0.32,0.38,0.50
2.522,-0.16,0.31,0.33,0.48
2.532,-0.25,0.24,0.26,0.44
2.542,-0.34,0.19,0.22,0.44
2.552,-0.34,0.13,0.18,0.41
2.562,-0.42,0.09,0.09,0.44
2.572,-0.42,0.15,0.10,0.46
2.582,-0.24,0.23,0.23,0.40
2.592,-0.06,0.20,0.33,0.39
2.602,-0.02,0.18,0.34,0.38
2.612,-0.12,0.17,0.25,0.33
2.622,-0.25,0.17,0.10,0.32
2.632,-0.33,0.23,0.05,0.41
2.642,-0.31,0.26,0.10,0.41
2.652,-0.14,0.26,0.22,0.37
2.662,-0.01,0.18,0.24,0.30
2.672,-0.04,0.12,0.11,0.17
2.682,-0.06,0.10,0.04,0.12
2.692,-0.01,0.09,0.07,0.11
2.702,0.01,0.11,0.12,0.16
2.712,0.10,0.12,0.04,0.16
2.722,0.21,0.10,-0.01,0.24
2.732,0.28,0.15,0.10,0.33
2.742,0.16,0.12,0.05,0.20
2.752,0.02,0.07,-0.09,0.11
2.762,-0.15,0.06,-0.11,0.20
2.772,-0.26,0.08,-0.06,0.28
2.782,-0.27,0.09,-0.03,0.29
2.792,-0.22,0.07,-0.06,0.24
2.802,-0.14,0.09,-0.11,0.20
2.812,-0.10,0.11,-0.14,0.20
2.822,-0.05,0.16,-0.04,0.17
2.832,-0.08,0.15,0.05,0.18
2.842,-0.11,0.16,0.01,0.20
2.852,-0.11,0.17,0.01,0.20
2.862,-0.15,0.19,0.11,0.26
2.872,-0.21,0.17,0.12,0.30
2.882,-0.29,0.18,0.06,0.34
2.892,-0.38,0.19,-0.00,0.43
2.902,-0.42,0.14,-0.00,0.44
2.912,-0.37,0.14,0.01,0.39
2.922,-0.28,0.15,0.02,0.32
2.932,-0.07,0.13,0.06,0.16
2.942,0.05,0.10,0.11,0.16
2.952,-0.01,0.08,0.12,0.14
2.962,-0.07,0.06,0.13,0.16
2.972,-0.07,0.08,0.19,0.22
2.982,-0.10,0.08,0.21,0.25
2.992,-0.18,0.06,0.04,0.19
3.002,-0.18,0.04,-0.05,0.19
3.012,-0.10,0.00,-0.09,0.13
3.022,-0.06,0.05,-0.00,0.08
3.032,-0.04,0.11,0.15,0.19
3.042,-0.09,0.14,0.21,0.27
3.052,-0.14,0.13,0.23,0.30
3.062,-0.16,0.12,0.23,0.30
3.072,-0.22,0.12,0.16,0.29
3.082,-0.29,0.09,0.09,0.32
3.092,-0.29,0.07,0.13,0.33
3.102,-0.20,0.08,0.17,0.28
3.112,-0.17,0.10,0.17,0.26
3.122,-0.12,0.11,0.17,0.23
3.132,0.02,0.11,0.29,0.31
3.142,0.05,0.12,0.35,0.37
3.152,0.05,0.11,0.28,0.31
3.162,0.03,0.07,0.21,0.22
3.172,-0.03,0.04,0.13,0.14
3.182,-0.08,0.06,0.06,0.12
3.192,-0.14,0.04,-0.02,0.15
3.202,-0.17,0.05,-0.03,0.18
3.212,-0.15,0.04,-0.04,0.16
3.222,-0.09,0.06,-0.09,0.14
3.232,-0.09,0.09,-0.05,0.14
3.242,-0.08,0.11,0.02,0.13
3.252,-0.11,0.16,0.06,0.20
3.262,-0.16,0.18,0.11,0.27
3.272,-0.22,0.16,0.09,0.28
3.282,-0.21,0.11,-0.04,0.24
3.292,-0.21,0.10,-0.08,0.25
3.302,-0.21,0.12,-0.15,0.28
3.312,-0.20,0.08,-0.26,0.33
3.322,-0.12,0.08,-0.24,0.28
3.332,-0.04,0.12,-0.16,0.20
3.342,-0.06,0.16,-0.08,0.19
3.352,-0.15,0.17,-0.06,0.24
3.362,-0.21,0.21,-0.08,0.31
3.372,-0.21,0.24,-0.06,0.33
3.382,-0.26,0.24,0.05,0.36
3.392,-0.24,0.22,0.11,0.35
3.402,-0.16,0.22,0.04,0.28
3.412,-0.02,0.24,-0.03,0.24
3.422,0.08,0.16,0.03,0.18
3.432,0.15,0.13,0.05,0.21
3.442,0.18,0.11,0.04,0.21
3.452,0.12,0.07,0.10,0.17
3.462,-0.06,0.04,0.13,0.15
3.472,-0.19,0.02,0.06,0.20
3.482,-0.26,-0.05,-0.03,0.27
3.492,-0.26,-0.12,-0.01,0.28
3.502,-0.21,-0.13,-0.03,0.25
3.512,-0.24,-0.06,0.00,0.25
3.522,-0.25,0.01,0.19,0.31
3.532,-0.17,0.00,0.36,0.40
3.542,-0.13,0.05,0.28,0.31
3.552,-0.11,0.04,0.23,0.26
