time,ax,ay,az,atotal
0.000,-0.09,0.07,-0.04,0.12
0.010,-0.16,0.05,-0.02,0.17
0.020,-0.23,0.03,-0.01,0.23
0.030,-0.19,0.08,-0.03,0.21
0.040,-0.15,0.15,0.01,0.21
0.050,-0.11,0.17,0.00,0.20
0.060,-0.09,0.12,-0.03,0.15
0.070,-0.09,0.09,-0.03,0.13
0.080,-0.09,0.02,-0.03,0.10
0.090,-0.09,-0.00,-0.03,0.09
0.100,-0.11,0.04,-0.00,0.12
0.110,-0.11,0.02,-0.00,0.11
0.120,-0.11,-0.05,0.01,0.12
0.130,-0.14,-0.05,0.03,0.15
0.140,-0.16,-0.02,0.01,0.16
0.150,-0.20,0.03,0.01,0.20
0.160,-0.21,0.03,0.00,0.21
0.170,-0.18,0.05,0.02,0.19
0.180,-0.13,0.02,0.00,0.13
0.190,-0.14,0.03,0.01,0.14
0.200,-0.18,0.08,0.04,0.20
0.210,-0.17,0.08,0.06,0.19
0.220,-0.12,0.06,0.04,0.14
0.230,-0.10,0.02,0.03,0.11
0.240,-0.08,-0.02,0.03,0.09
0.250,-0.13,0.02,0.01,0.13
0.260,-0.15,0.06,0.01,0.16
0.270,-0.20,0.05,0.01,0.20
0.280,-0.16,0.04,-0.01,0.17
0.290,-0.12,0.02,0.01,0.12
0.300,-0.08,0.00,0.02,0.08
0.310,-0.09,-0.00,0.03,0.09
0.320,-0.07,-0.01,0.03,0.07
0.330,-0.02,0.01,0.03,0.04
0.340,-0.01,-0.03,0.05,0.06
0.350,-0.03,-0.06,0.05,0.08
0.360,-0.07,-0.08,0.04,0.11
0.370,-0.10,-0.09,0.03,0.14
0.380,-0.11,-0.09,0.02,0.14
0.390,-0.10,-0.08,0.02,0.13
0.400,-0.08,-0.09,-0.01,0.12
0.410,-0.07,-0.06,-0.02,0.10
0.420,-0.12,-0.06,-0.02,0.13
0.430,-0.13,-0.05,-0.05,0.15
0.440,-0.09,-0.04,-0.04,0.11
0.450,-0.08,-0.07,-0.04,0.11
0.460,-0.10,-0.04,-0.04,0.11
0.470,-0.11,-0.04,-0.06,0.13
0.480,-0.10,0.00,-0.09,0.14
0.490,-0.11,0.02,-0.08,0.14
0.500,-0.12,0.03,-0.10,0.16
0.510,-0.13,0.08,-0.11,0.19
0.521,-0.14,0.09,-0.19,0.25
0.530,-0.09,0.17,-0.11,0.22
0.541,-0.11,0.11,-0.10,0.19
0.550,-0.09,0.05,-0.10,0.15
0.561,-0.07,0.06,-0.09,0.13
0.570,-0.10,0.05,-0.08,0.14
0.581,-0.06,0.04,-0.04,0.08
0.591,-0.08,0.04,-0.00,0.09
0.601,-0.08,0.01,0.00,0.08
0.610,-0.01,-0.08,0.02,0.09
0.621,-0.03,-0.15,-0.00,0.15
0.631,-0.04,-0.12,0.03,0.13
0.641,-0.10,-0.03,0.01,0.10
0.651,-0.13,0.03,-0.00,0.13
0.661,-0.20,0.03,0.01,0.20
0.671,-0.14,0.02,0.04,0.15
0.681,-0.11,-0.05,0.09,0.15
0.691,-0.18,-0.11,0.15,0.26
0.701,-0.18,-0.14,0.19,0.30
0.711,-0.17,-0.15,0.21,0.31
0.721,-0.16,-0.14,0.21,0.31
0.731,-0.14,-0.13,0.20,0.28
0.741,-0.11,-0.10,0.16,0.22
0.751,-0.07,-0.06,0.12,0.15
0.761,-0.07,-0.04,0.07,0.11
0.771,-0.11,-0.00,0.00,0.11
0.781,-0.19,0.01,-0.06,0.20
0.791,-0.19,-0.01,-0.08,0.21
0.801,-0.20,-0.04,-0.11,0.23
0.811,-0.17,-0.08,-0.19,0.27
0.821,-0.11,-0.09,-0.28,0.31
0.831,-0.12,-0.04,-0.37,0.39
0.841,-0.22,0.01,-0.49,0.54
0.851,-0.47,0.10,-0.58,0.76
0.861,-0.77,0.17,-0.65,1.02
0.871,-1.07,0.19,-0.59,1.24
0.881,-1.28,0.14,-0.54,1.39
0.891,-1.33,0.05,-0.47,1.41
0.901,-1.19,-0.01,-0.35,1.25
0.911,-0.93,-0.13,-0.26,0.98
0.921,-0.60,-0.28,-0.16,0.68
0.931,-0.33,-0.43,-0.08,0.55
0.941,-0.08,-0.50,0.02,0.51
0.951,0.13,-0.56,0.12,0.59
0.961,0.38,-0.68,0.21,0.81
0.971,0.79,-0.91,0.16,1.22
0.981,1.16,-1.25,0.09,1.71
0.991,0.64,-0.49,-0.03,0.81
1.001,0.54,0.13,-0.00,0.56
1.011,0.42,0.23,0.03,0.48
1.021,0.41,0.21,0.03,0.46
1.031,0.23,0.15,0.12,0.30
1.041,0.05,0.13,0.15,0.20
1.051,-0.21,0.13,0.25,0.35
1.061,-0.41,0.13,0.45,0.62
1.071,-0.48,0.08,0.62,0.79
1.081,-0.50,-0.03,0.74,0.90
1.091,-0.49,-0.17,0.84,0.99
1.101,-0.42,-0.27,0.91,1.04
1.111,-0.25,-0.34,1.00,1.09
1.121,-0.07,-0.49,1.14,1.24
1.131,0.09,-0.70,1.20,1.39
1.141,0.31,-0.86,1.15,1.47
1.151,0.50,-0.88,1.04,1.45
1.161,0.52,-0.72,0.84,1.22
1.171,0.38,-0.53,0.68,0.94
1.181,0.08,-0.33,0.52,0.62
1.191,-0.25,-0.12,0.45,0.53
1.201,-0.51,0.02,0.42,0.66
1.211,-0.71,0.09,0.36,0.80
1.221,-0.80,0.05,0.36,0.88
1.231,-0.84,0.07,0.34,0.91
1.241,-0.94,0.11,0.42,1.03
1.251,-1.03,-0.14,0.49,1.15
1.261,-0.97,-0.36,0.51,1.15
1.271,-0.92,-0.49,0.51,1.16
1.281,-0.88,-0.61,0.55,1.20
1.291,-0.78,-0.77,0.58,1.24
1.301,-0.67,-0.85,0.62,1.25
1.311,-0.64,-0.91,0.66,1.29
1.321,-0.71,-0.90,0.67,1.33
1.331,-0.86,-0.82,0.70,1.38
1.341,-0.98,-0.73,0.66,1.39
1.351,-1.01,-0.61,0.53,1.30
1.361,-1.03,-0.45,0.48,1.22
1.371,-1.08,-0.31,0.47,1.22
1.381,-1.23,-0.27,0.43,1.33
1.391,-1.36,-0.27,0.36,1.44
1.401,-1.42,-0.29,0.21,1.47
1.411,-1.51,-0.31,0.03,1.54
1.421,-1.65,-0.30,-0.07,1.67
1.431,-1.88,-0.32,-0.19,1.91
1.441,-2.07,-0.32,-0.45,2.14
1.451,-2.08,-0.12,-0.50,2.14
1.461,-1.92,0.21,-0.30,1.96
1.471,-1.64,0.54,-0.09,1.73
1.481,-1.47,0.79,0.02,1.67
1.491,-1.37,1.10,0.09,1.76
1.501,-1.30,1.33,0.16,1.87
1.511,-1.34,1.40,0.25,1.95
1.521,-1.38,1.19,0.20,1.83
1.531,-1.48,0.87,0.11,1.72
1.541,-1.54,0.54,0.06,1.64
1.551,-1.58,0.29,0.11,1.61
1.561,-1.61,0.11,0.22,1.63
1.572,-1.56,-0.11,0.31,1.59
1.581,-1.55,-0.22,0.37,1.61
1.591,-1.56,-0.23,0.36,1.61
1.602,-1.79,-0.17,0.48,1.86
1.611,-2.02,-0.19,0.61,2.12
1.622,-2.11,-0.17,0.70,2.23
1.631,-2.07,-0.01,0.86,2.24
1.642,-2.00,0.10,1.06,2.27
1.652,-2.01,-0.00,1.27,2.38
1.662,-1.95,-0.26,1.33,2.37
1.671,-1.77,-0.58,1.28,2.26
1.682,-1.27,-0.89,0.97,1.83
1.692,-0.31,-0.70,0.84,1.13
1.701,0.79,-0.53,0.45,1.05
1.712,2.49,-0.27,0.10,2.51
1.722,4.15,0.32,-0.50,4.19
1.732,5.36,1.01,-1.10,5.57
1.742,6.01,1.59,-1.90,6.50
1.752,5.82,2.32,-2.37,6.70
1.762,4.82,3.14,-2.25,6.18
1.772,3.03,3.81,-1.70,5.15
1.782,1.03,3.95,-1.16,4.24
1.792,-0.31,3.50,-0.87,3.62
1.802,-0.72,2.48,-0.44,2.62
1.812,0.19,1.21,-0.35,1.27
1.822,1.59,0.05,-0.42,1.65
1.832,3.14,-1.03,-0.77,3.39
1.842,4.51,-1.79,-1.21,5.01
1.851,5.10,-2.16,-1.42,5.72
1.862,4.03,-2.04,-1.18,4.67
1.872,1.69,-1.57,-0.68,2.41
1.882,-0.57,-1.09,-0.11,1.23
1.892,-2.16,-0.96,0.48,2.41
1.902,-2.79,-1.16,0.70,3.10
1.912,-2.21,-1.37,0.62,2.67
1.922,-0.64,-1.34,0.30,1.52
1.932,1.00,-1.11,-0.11,1.50
1.942,2.40,-0.95,-0.46,2.62
1.952,3.30,-0.74,-0.65,3.44
1.962,3.31,-0.34,-0.73,3.40
1.972,2.57,0.26,-0.76,2.69
1.982,1.65,0.83,-0.84,2.03
1.992,1.02,1.19,-0.87,1.79
2.002,0.57,1.20,-0.93,1.62
2.012,0.16,0.94,-0.84,1.27
2.022,-0.18,0.69,-0.67,0.97
2.032,-0.27,0.48,-0.57,0.79
2.042,-0.15,0.23,-0.55,0.61
2.052,0.32,0.02,-0.44,0.54
2.062,0.80,-0.23,-0.29,0.88
2.072,1.13,-0.46,-0.21,1.24
2.082,1.09,-0.63,-0.20,1.27
2.092,0.70,-0.72,-0.23,1.03
2.102,0.25,-0.76,-0.24,0.83
2.112,-0.09,-0.78,-0.28,0.84
2.122,-0.34,-0.79,-0.31,0.91
2.132,-0.45,-0.75,-0.32,0.93
2.142,-0.44,-0.62,-0.34,0.83
2.152,-0.39,-0.44,-0.34,0.67
2.162,-0.28,-0.19,-0.30,0.45
2.172,-0.23,0.05,-0.23,0.33
2.182,-0.29,0.23,-0.15,0.40
2.192,-0.51,0.34,-0.11,0.62
2.202,-0.82,0.31,-0.09,0.88
2.212,-1.07,0.21,-0.09,1.09
2.222,-1.16,0.08,-0.02,1.16
2.232,-1.11,-0.05,0.23,1.13
2.242,-0.96,-0.13,0.41,1.05
2.252,-0.82,-0.19,0.54,1.00
2.262,-0.72,-0.30,0.50,0.93
2.272,-0.61,-0.46,0.37,0.85
2.282,-0.46,-0.65,0.12,0.80
2.292,-0.34,-0.82,-0.07,0.90
2.302,-0.37,-0.95,-0.17,1.04
2.312,-0.62,-0.90,-0.18,1.11
2.322,-1.17,-0.79,-0.10,1.42
2.332,-1.77,-0.76,-0.04,1.93
2.342,-2.30,-0.80,-0.08,2.44
2.352,-2.61,-0.86,0.03,2.75
2.362,-2.57,-1.08,0.14,2.79
2.372,-2.30,-1.33,0.17,2.66
2.382,-1.95,-1.61,0.15,2.54
2.392,-1.57,-1.79,0.06,2.38
2.402,-1.39,-1.83,-0.26,2.31
