time,ax,ay,az,atotal
0.000,0.14,-0.27,-0.09,0.32
0.010,0.07,-0.22,-0.10,0.25
0.020,0.07,-0.15,-0.11,0.20
0.030,-0.01,-0.24,-0.12,0.27
0.040,0.02,-0.24,0.08,0.25
0.050,0.17,-0.14,0.18,0.28
0.060,0.20,-0.11,0.02,0.23
0.070,0.21,-0.22,-0.01,0.30
0.080,0.20,-0.23,0.00,0.30
0.090,0.22,-0.19,0.02,0.30
0.100,0.19,-0.14,0.04,0.24
0.110,0.08,-0.07,0.03,0.11
0.120,0.06,-0.01,-0.08,0.10
0.130,0.08,0.00,-0.19,0.21
0.140,0.02,-0.03,-0.21,0.21
0.150,0.03,-0.08,-0.08,0.12
0.160,0.08,-0.16,0.05,0.18
0.170,0.19,-0.16,0.12,0.28
0.180,0.27,-0.13,0.23,0.38
0.190,0.24,-0.13,0.36,0.46
0.200,0.19,-0.20,0.35,0.44
0.210,0.04,-0.20,0.29,0.35
0.220,-0.03,-0.15,0.11,0.19
0.230,-0.12,-0.12,-0.10,0.20
0.240,-0.09,-0.17,-0.17,0.25
0.250,-0.04,-0.23,-0.05,0.24
0.260,-0.05,-0.21,0.07,0.23
0.270,-0.07,-0.14,0.08,0.17
0.280,-0.08,-0.09,0.13,0.18
0.290,-0.03,-0.10,0.22,0.24
0.300,-0.02,-0.05,0.36,0.36
0.310,-0.02,-0.00,0.22,0.22
0.320,0.05,0.03,-0.03,0.07
0.330,0.16,0.06,-0.15,0.22
0.340,0.20,-0.00,-0.32,0.38
0.350,0.12,-0.01,-0.37,0.39
0.360,0.13,-0.02,-0.14,0.19
0.370,0.09,-0.04,0.17,0.20
0.380,0.01,-0.10,0.34,0.36
0.390,0.06,-0.14,0.18,0.23
0.400,0.15,0.02,0.16,0.21
0.410,0.37,0.07,0.13,0.40
0.420,0.58,0.05,0.05,0.59
0.430,0.65,0.07,-0.04,0.65
0.440,0.74,0.05,-0.04,0.74
0.451,0.79,-0.02,0.04,0.79
0.461,0.63,-0.08,0.25,0.69
0.470,0.34,-0.05,0.34,0.49
0.481,0.13,-0.07,0.22,0.26
0.490,0.01,-0.15,0.42,0.45
0.500,-0.12,-0.19,0.40,0.46
0.511,-0.16,-0.21,0.06,0.27
0.521,-0.16,-0.17,-0.10,0.25
0.531,-0.20,-0.15,-0.09,0.26
0.540,-0.14,-0.13,-0.07,0.21
0.551,-0.14,-0.17,-0.21,0.30
0.561,-0.24,-0.16,-0.25,0.38
0.571,-0.41,-0.10,-0.11,0.43
0.580,-0.59,-0.06,0.06,0.59
0.591,-0.50,-0.18,0.20,0.57
0.601,-0.25,-0.14,0.28,0.40
0.610,0.03,-0.09,0.16,0.19
0.621,0.16,-0.13,0.02,0.21
0.631,0.14,-0.05,-0.20,0.25
0.641,0.10,-0.03,-0.57,0.58
0.651,0.13,0.01,-0.66,0.67
0.661,0.18,-0.01,-0.60,0.62
0.671,0.13,-0.06,-0.55,0.57
0.681,-0.09,-0.10,-0.33,0.35
0.691,-0.39,-0.10,-0.01,0.40
