time,ax,ay,az,atotal
0.000,0.11,0.03,-0.05,0.13
0.010,0.09,0.18,-0.16,0.26
0.020,0.03,0.30,-0.18,0.35
0.030,0.10,0.31,-0.15,0.36
0.040,0.09,0.29,-0.03,0.30
0.050,-0.02,0.24,0.10,0.26
0.060,-0.07,0.21,0.10,0.25
0.070,-0.04,0.13,0.05,0.14
0.080,0.00,0.07,-0.00,0.07
0.090,-0.01,0.08,-0.07,0.11
0.100,0.01,0.09,-0.06,0.11
0.110,0.04,0.06,-0.07,0.10
0.120,0.08,0.03,-0.12,0.15
0.130,0.08,0.01,-0.21,0.23
0.140,0.02,0.01,-0.23,0.23
0.150,-0.01,0.04,-0.21,0.21
0.160,-0.06,0.12,-0.22,0.26
0.170,-0.10,0.19,-0.24,0.32
0.180,-0.10,0.21,-0.30,0.38
0.190,-0.11,0.25,-0.31,0.41
0.200,-0.19,0.22,-0.19,0.35
0.210,-0.23,0.18,-0.05,0.30
0.220,-0.21,0.13,-0.05,0.25
0.230,-0.16,0.04,-0.08,0.18
0.240,-0.15,-0.05,-0.05,0.16
0.250,-0.13,-0.12,-0.02,0.18
0.260,-0.08,-0.13,-0.07,0.16
0.270,-0.07,-0.16,-0.09,0.20
0.280,-0.09,-0.20,-0.05,0.23
0.290,-0.11,-0.20,-0.01,0.23
0.300,-0.05,-0.18,0.01,0.19
0.310,-0.05,-0.21,0.01,0.22
0.320,-0.12,-0.17,-0.03,0.21
0.330,-0.21,-0.15,-0.02,0.26
0.340,-0.23,-0.17,0.05,0.29
0.350,-0.20,-0.18,0.07,0.28
0.360,-0.19,-0.19,0.07,0.28
0.370,-0.21,-0.16,0.10,0.28
0.380,-0.18,-0.15,0.11,0.26
0.390,-0.14,-0.11,0.07,0.19
0.400,-0.03,-0.05,0.07,0.09
0.410,0.06,-0.03,0.10,0.12
0.420,0.05,-0.07,0.13,0.16
0.430,0.02,-0.02,0.11,0.11
0.440,-0.03,0.02,0.04,0.06
0.450,-0.05,0.03,-0.04,0.07
0.460,-0.01,0.01,-0.14,0.14
0.470,0.02,0.07,-0.21,0.23
0.480,-0.04,0.20,-0.13,0.24
0.490,-0.13,0.28,0.06,0.31
0.500,-0.25,0.26,0.10,0.38
0.510,-0.34,0.16,0.00,0.37
0.520,-0.17,0.11,-0.10,0.22
0.530,-0.29,0.16,-0.15,0.36
0.540,-0.41,0.21,-0.06,0.46
0.550,-0.49,0.19,0.01,0.52
0.560,-0.47,0.18,-0.06,0.50
0.570,-0.33,0.16,-0.21,0.42
0.580,-0.19,0.12,-0.26,0.35
0.590,-0.08,0.12,-0.19,0.24
0.600,-0.01,0.05,-0.12,0.13
0.610,-0.06,0.12,-0.10,0.17
0.620,0.06,0.14,-0.06,0.16
0.630,0.13,0.07,-0.01,0.15
0.640,0.14,-0.01,-0.05,0.14
0.650,0.09,-0.08,-0.09,0.15
0.660,-0.01,-0.06,-0.10,0.12
0.670,-0.13,-0.04,-0.12,0.18
0.680,-0.20,-0.03,-0.08,0.22
0.690,-0.22,0.01,-0.11,0.25
0.700,-0.06,0.19,-0.24,0.32
0.710,0.09,0.06,-0.03,0.12
0.720,0.16,-0.19,0.17,0.30
0.730,0.11,-0.08,0.11,0.18
0.740,-0.05,0.09,0.05,0.12
0.750,-0.09,0.24,0.02,0.26
0.760,-0.12,0.20,0.11,0.26
0.770,-0.18,0.11,0.22,0.30
0.780,-0.10,-0.03,0.19,0.22
0.790,0.00,-0.14,0.07,0.16
0.800,0.02,-0.25,-0.03,0.25
0.810,0.06,-0.23,-0.09,0.26
0.820,0.15,-0.13,-0.19,0.28
