bodyx,bodyy,bodyz
-0.005065891,0.008219866,0.04166284
-0.007494322,0.009912006,0.05198314
-0.01323735,0.014629,0.06172418
-0.01186391,0.0141526,0.05945875
-0.007671486,0.01307682,0.05410364
-0.006907588,0.01316203,0.05204501
-0.006559507,0.01568396,0.04901178
-0.007470649,0.01981562,0.04634961
-0.003492098,0.01975073,0.04745862
0.0003324416,0.01737126,0.0472554
-0.004394864,0.01568798,0.04362631
-0.009168244,0.01153311,0.03648582
-0.01037862,0.005923545,0.02873472
-0.008379959,0.001484178,0.03214886
-0.006637978,-0.0006239954,0.0373466
-0.007226217,0.001785911,0.03299272
-0.005038031,0.008273188,0.03075086
-0.002955254,0.01822789,0.02374899
-0.003964335,0.02618437,0.01101043
-0.006031877,0.02345895,0.01169794
-0.007636429,0.01494627,0.01414188
-0.006568,0.00884414,0.009932398
-0.004155099,0.006185617,0.01288552
-0.00277936,0.001650298,0.01869757
-0.002454559,-0.01152843,0.02630494
-0.002756362,-0.01831551,0.03247066
-0.001995552,-0.0117582,0.02347012
0.001922228,-0.01130452,0.01595396
0.004960154,-0.01412641,0.01685386
0.002396904,-0.01121171,0.01188926
-0.002027439,-0.005163636,0.009517625
-0.005515431,0.007396433,0.009995112
-0.006753038,0.01671536,0.007248073
-0.005970535,0.01691653,0.004608687
-0.006003581,0.0175764,-0.0001357076
-0.001559841,0.01864874,-0.00301524
0.004719074,0.01787773,-0.005918749
0.003896149,0.01550321,-0.01351579
0.001120522,0.01235394,-0.01683322
-0.001351682,0.01094451,-0.009333724
-0.002908712,0.008364848,0.002292206
-0.0001820485,0.000245517,0.004024572
0.002201787,-0.01094919,0.004029018
0.003143477,-0.01799172,0.01771433
0.001871094,-0.02015807,0.02789281
-0.002137284,-0.01895438,0.01756063
-0.002425245,-0.01388537,0.001574988
0.0001136851,-0.007365759,-0.002052451
0.002238429,0.0005064192,-0.003519289
0.003891146,0.001775935,-0.01053454
0.002598987,-0.001142454,-0.01196859
0.001702388,0.007137452,-0.01211793
0.001619962,0.0116407,-0.01306885
-0.003434232,0.009090478,-0.01023913
-0.006740972,0.0131159,-0.005489401
-0.002582856,0.01019097,0.002171927
0.0002397308,0.005701972,0.0016828
-0.001695594,0.008751971,-0.007963982
-0.003413592,0.007931503,-0.01555149
-0.002290893,0.00446323,-0.01818077
0.004440439,-0.0067511,-0.009479421
0.01403318,-0.02186063,-0.001809494
0.01395972,-0.02121026,-0.005923495
0.006588116,-0.01590418,-0.008162249
0.005217117,-0.01988333,-0.01103828
0.006136199,-0.01737548,-0.01691808
0.005982595,-0.004784598,-0.01198185
0.006391117,0.003112414,-0.003771961
0.005609954,0.002614773,-0.007571432
0.005572902,0.002585529,-0.01536958
0.002251371,0.01379616,-0.01863944
-0.002825634,0.02042522,-0.01339018
-0.00279528,0.01075203,-0.001648452
